k,Easting,Northing,Latitude(DDD.DDDD),Longitude(DDD.DDDD)
1-DCDUFRQSRO,835118,834277,22.44793115,114.1657023
1-DCDUFRQVRO,835111,834283,22.44798533,114.1656343
1-DCFDFRJXRO,835118,834370,22.44877098,114.1657022
1-DCFFFRJXRO,835163,834355,22.44863555,114.1661394
1-DCFFURQXRO,835365,834270,22.44786808,114.1681019
1-DCFJQRORRO,835004,834319,22.44831035,114.1645947
1-DCFRFRQXRO,835097,834301,22.44814786,114.1654982
1-DCFSQRFXRO,835492,834203,22.4472631,114.1693357
1-DCFVQROHRO,835020,834290,22.44804848,114.1647502
1-DCJUFRQXRO,835128,834271,22.44787697,114.1657994
1-DCOCFRJXRO,835164,834349,22.44858137,114.1661491
1-DCODQROSRO,835020,834294,22.4480846,114.1647502
1-DCOSFRJXRO,835070,834396,22.44900574,114.1652359
1-DCQCQROJRO,834999,834337,22.44847289,114.1645462
1-DCQFQROSRO,835008,834323,22.44834647,114.1646336
1-DCQJFROJRO,835245,834132,22.44662181,114.1669362
1-DCQVFRVXRO,835257,834159,22.44686564,114.1670527
1-DCRDURQXRO,835340,834282,22.44797643,114.167859
1-DCRFQRDXRO,835229,834192,22.44716363,114.1667807
1-DCRJQRVXRO,835027,834259,22.44776854,114.1648182
1-DCROFRQYRO,835098,834286,22.44801241,114.165508
1-DCRRFRCXRD,836236,835301,22.45717871,114.1765635
1-DCRRURCXRO,834969,834411,22.44914112,114.1642546
1-DCRVQRDXRO,835202,834218,22.44739841,114.1665184
1-DCRVQRFERO,835448,834163,22.44690187,114.1689082
1-DCRVQRFJRO,835436,834150,22.44678446,114.1687917
1-DCRVQRFXRO,835471,834181,22.44706442,114.1691317
1-DCSDFRUXRO,835266,834289,22.44803961,114.1671401
1-DCSFFRJXRO,835154,834360,22.4486807,114.166052
1-DCSFQROERO,835007,834331,22.44841871,114.1646239
1-DCSJFRJXRO,835129,834374,22.44880711,114.1658091
1-DCSJFRSXRO,835160,834291,22.4480576,114.1661103
1-DCSSURQXRO,835323,834284,22.44799449,114.1676938
1-DCUDQRDXRU,836842,833423,22.44021943,114.1824504
1-DCUFFRJXRO,835138,834369,22.44876196,114.1658965
1-DCUFFRSXRO,835159,834316,22.44828336,114.1661006
1-DCUJQROXRO,835008,834309,22.44822005,114.1646336
1-DCUJQRVXRO,835019,834256,22.44774144,114.1647405
1-DCUQFRUXRO,835253,834268,22.44784996,114.1670138
1-DCUQFRVXRO,835253,834148,22.44676631,114.1670139
1-DCUVFRJXRO,835087,834384,22.44889739,114.165401
1-DCVDURDSRO,835198,834251,22.44769641,114.1664795
1-DCVRURFXRO,835121,834226,22.4474706,114.1657315
1-DCVUQRDXRO,835179,834225,22.4474616,114.1662949
1-DDRVFRDXRO,845938,826674,22.37924545,114.2707712
1-DDTLTHIAHM,825799,825412,22.36784429,114.0752275
1-DEPPWSPXPA,834926,834453,22.44952037,114.1638369
1-DEPPWSPXPE,834998,834816,22.45279848,114.1645361
1-DEPPWSPXPG,835044,834842,22.4530333,114.1649829
1-DESPWPPEPA,835323,834383,22.4488885,114.1676938
1-DFCVURUSRO,836358,826299,22.37588627,114.1777483
1-DFFUQROSRO,836547,826165,22.37467616,114.1795834
1-DFFVFRRXRO,836458,826406,22.37685253,114.1787193
1-DFJCQRFXRO,836367,826249,22.37543474,114.1778357
1-DFJVQRFVRO,836343,826212,22.37510061,114.1776026
1-DFJVQRFYRO,836325,826239,22.37534444,114.1774278
1-DFOQFRRXRO,836401,826384,22.37665386,114.1781658
1-DFQVQRFERO,836294,826284,22.37575081,114.1771268
1-DFRFFRRXRO,836470,826410,22.37688865,114.1788358
1-DFSCQRFSRO,836347,826290,22.37580499,114.1776415
1-DFURQROARO,836511,826350,22.37634681,114.1792339
1-DFUUQRCXRO,836485,826093,22.37402597,114.1789814
1-DJURUROYRQ,845712,819623,22.31557229,114.268535
1-DMDHIHDXHZ,829944,825493,22.36859603,114.1154723
1-DMDLIHDJHX,831100,824560,22.3601744,114.1266993
1-DMDLIHLXHZ,829995,825559,22.36919223,114.1159672
1-DMDMIHMXHZ,830029,825495,22.3686144,114.1162976
1-DMDSIHXAHZ,829559,825889,22.37217066,114.1117325
1-DMDSIHXXHZ,829524,825902,22.37228792,114.1113926
1-DMDSTHHYHN,831985,825265,22.36654336,114.1352897
1-DMDXTHMXHZ,830034,825575,22.36933686,114.1163458
1-DMDZIHTXHZ,829984,825638,22.3699056,114.1158601
1-DMHDIHLXHZ,830026,825607,22.36962581,114.116268
1-DMHDIHMXHZ,830028,825492,22.3685873,114.1162879
1-DMHDIHXYHZ,829514,825912,22.37237818,114.1112955
1-DMHHIHIXHZ,830021,825848,22.37180215,114.1162185
1-DMHITHMXHZ,830031,825569,22.36928267,114.1163167
1-DMHNIHTXHZ,829980,825632,22.3698514,114.1158213
1-DMHTIHDXHZ,829947,825486,22.36853282,114.1155015
1-DMHTZHHJHZ,829650,826162,22.37463635,114.112615
1-DMHXIHTAHI,832279,825730,22.37074327,114.1381431
1-DMIDIHLXHZ,830024,825602,22.36958065,114.1162486
1-DMIDIHMXHZ,830027,825488,22.36855118,114.1162782
1-DMIDZHDXHZ,829947,825522,22.36885792,114.1155013
1-DMILZHLAHX,831132,824610,22.36062602,114.1270099
1-DMIMTHSXHZ,830241,825564,22.36923826,114.1183557
1-DMINIHTXHZ,829975,825628,22.36981526,114.1157728
1-DMISZHLXHD,828870,826354,22.37636702,114.1050404
1-DMITIHDXHZ,829955,825487,22.36854188,114.1155791
1-DMLHIHMXHZ,830032,825503,22.36868665,114.1163267
1-DMLIZHDXHZ,830034,825476,22.36844284,114.1163462
1-DMLLIHTXHZ,829957,825587,22.36944495,114.1155981
1-DMLMIHTXHZ,830007,825685,22.37033012,114.1160832
1-DMLSIHNXHZ,830051,825494,22.36860545,114.1165112
1-DMLSIHXJHZ,829639,825836,22.37169235,114.1125095
1-DMLTIHNXHZ,830079,825540,22.36902095,114.1167829
1-DMLTTHMJHI,832085,825034,22.36445756,114.1362613
1-DMLXTHSXHZ,830272,825548,22.36909388,114.1186568
1-DMMHIHMXHZ,830034,825507,22.36872278,114.1163461
1-DMMHZHDXHZ,829917,825536,22.36898424,114.11521
1-DMMITHSYHZ,830334,825506,22.36871482,114.1192589
1-DMMIZHDXHZ,829973,825507,22.36872256,114.1157538
1-DMMLIHNXHX,831207,824491,22.35955161,114.1277384
1-DMMLIHTXHZ,829959,825592,22.36949011,114.1156175
1-DMMTTHIXHZ,829996,825642,22.36994177,114.1159766
1-DMMXZHHXHZ,829604,826184,22.37483484,114.1121682
1-DMMZTHMXHZ,830044,825591,22.36948138,114.1164428
1-DMNLIHMOHZ,829447,825882,22.372107,114.1106451
1-DMNLIHMXHZ,829470,825930,22.37254056,114.1108682
1-DMNSIHTXHZ,829962,825599,22.36955333,114.1156466
1-DMNXIHMXHZ,830020,825475,22.36843376,114.1162103
1-DMNXZHDXHZ,829968,825510,22.36874963,114.1157053
1-DMSHZHMJHZ,830182,825758,22.37098998,114.1177821
1-DMSIIHTXHZ,829965,825604,22.36959849,114.1156758
1-DMSLTHDRHX,831770,825341,22.36722914,114.133202
1-DMSLTHMXHZ,830018,825548,22.36909298,114.1161906
1-DMSNIHMXHZ,830022,825479,22.36846989,114.1162297
1-DMSNZHDXHZ,829963,825513,22.36877671,114.1156567
1-DMSNZHIJHZ,830117,825922,22.37247075,114.1171504
1-DMSXTHIXHZ,830112,825568,22.36927393,114.1171032
1-DMTHIHTXHZ,830016,825696,22.37042949,114.1161706
1-DMTIIHTXHZ,829969,825609,22.36964366,114.1157146
1-DMTITHSVHZ,830312,825522,22.36885923,114.1190452
1-DMTLTHMXHZ,830021,825554,22.36914717,114.1162197
1-DMTLZHSXHZ,829493,825991,22.37309151,114.1110913
1-DMTNIHMXHZ,830022,825483,22.36850601,114.1162297
1-DMTNZHDXHZ,829958,825516,22.36880378,114.1156081
1-DMTXIHNXHZ,830066,825520,22.3688403,114.1166567
1-DMTXTHIXHZ,830108,825572,22.36931004,114.1170643
1-DMXDTHDHHZ,830024,825804,22.37140482,114.1162478
1-DMXIZHSXHS,831610,823503,22.35063056,114.1316539
1-DMXLIHMRHZ,829432,825865,22.37195342,114.1104995
1-DMXLIHNXHZ,830047,825486,22.36853319,114.1164724
1-DMXTIHMXHZ,830031,825499,22.36865053,114.116317
1-DMZLIHIJHZ,829918,825779,22.37117866,114.1152187
1-DMZMIHDXHZ,829957,825480,22.36847868,114.1155986
1-DMZNIHNXHZ,830064,825530,22.36893059,114.1166373
1-DMZNTHIXHZ,830105,825575,22.36933712,114.1170352
1-DMZNZHXXHZ,829895,825739,22.37081736,114.1149956
1-DMZSIHXXHZ,829572,825871,22.37200816,114.1118588
1-DMZSTHMXHZ,830024,825559,22.36919234,114.1162488
1-DMZXIHTXHZ,829974,825622,22.36976108,114.1157631
1-DMZZIHMXHZ,830025,825486,22.36853311,114.1162588
1-DMZZZHDXHZ,829952,825519,22.36883085,114.1155499
1-EAAABPYSPE,836331,820690,22.32523386,114.1774859
1-EAAEGPGYPA,837176,820848,22.32666045,114.1856878
1-EAAGGPYEPE,836357,820696,22.32528804,114.1777382
1-EAASWPKSPB,835939,820067,22.31960777,114.1736811
1-EAAWBPKYPA,836719,820767,22.32592915,114.181252
1-EABABPBSPB,836084,819996,22.31896662,114.1750885
1-EABBBPSXPB,836041,819744,22.3166909,114.1746711
1-EABBWPEXPB,836117,819685,22.31615811,114.1754088
1-EABDGPEJPA,837012,820792,22.32615482,114.184096
1-EABEGPKSPB,835947,820033,22.31930073,114.1737587
1-EABEPPYRPA,837442,820894,22.3270757,114.1882698
1-EABGPPEXPS,836301,820848,22.32666069,114.1771947
1-EABGWPPXPS,836328,820786,22.3261008,114.1774567
1-EABKBPAAPB,836085,820100,22.3199058,114.1750982
1-EABSPPPXPG,836966,818924,22.30928568,114.1836486
1-EADAGPGAPE,836100,820631,22.32470105,114.1752437
1-EADBBPDHPB,836077,819943,22.318488,114.1750205
1-EADBGPGXPS,836296,820757,22.32583891,114.1771461
1-EADKBPWVPB,836083,819850,22.31764815,114.1750788
1-EADKPPEHPE,836255,820625,22.32464687,114.1767482
1-EADSGPSJPB,836047,819710,22.31638387,114.1747294
1-EADSPPPSPG,836972,818941,22.3094392,114.1837069
1-EADWGPWYPE,836382,820659,22.32495391,114.1779809
1-EADYGPEYPD,837154,819269,22.31240115,114.1854734
1-EAEAPPAJPB,836113,819672,22.31604071,114.17537
1-EAEBBPYYPB,836063,819914,22.31822611,114.1748847
1-EAEBGPGSPA,837192,820848,22.32666044,114.1858431
1-EAEKWPYXPA,836449,820559,22.32405084,114.1786312
1-EAEPGPDXPS,836554,820816,22.32637169,114.1796504
1-EAEPPPGHPB,836063,820044,22.31940009,114.1748846
1-EAESWPWXPS,836470,820827,22.32647104,114.1788351
1-EAEWWPDVPB,836036,820054,22.31949039,114.1746226
1-EAEYGPWXPS,836395,820848,22.32666069,114.1781071
1-EAGBWPYSPB,836130,820001,22.31901178,114.1755349
1-EAGDGPYOPB,836082,819926,22.31833448,114.1750691
1-EAGGBPBOPB,836081,819999,22.31899371,114.1750593
1-EAGGGPGXPE,836096,820648,22.32485457,114.1752049
1-EAGGPPEJPA,837186,820782,22.32606443,114.1857849
1-EAGKWPDXPB,836044,820044,22.31940008,114.1747002
1-EAGPWPAXPS,836861,820888,22.32702181,114.1826303
1-EAGSBPWRPB,836072,819826,22.31743142,114.174972
1-EAGSPPPXPG,836966,818924,22.30928568,114.1836486
1-EAGYPPYXPB,836025,820082,22.31974324,114.1745158
1-EAKBBPDXPK,836969,820150,22.3203572,114.1836783
1-EAKBGPWAPE,836390,820611,22.32452044,114.1780585
1-EAKBPPYOPB,836032,820063,22.31957166,114.1745837
1-EAKDPPKAPS,836140,820808,22.32629946,114.1756319
1-EAKEBPDOPK,836565,820168,22.32051987,114.1797571
1-EAKEGPDXPK,837049,820073,22.31966181,114.1844547
1-EAKEGPGHPB,836089,820057,22.31951749,114.175137
1-EAKPBPBVPB,836087,819987,22.31888534,114.1751176
1-EAKSGPYVPB,836043,819909,22.31818095,114.1746905
1-EAKYGPBYPG,836945,818974,22.30973722,114.1834448
1-EAKYPPPXPS,836235,820815,22.32636268,114.1765541
1-EAPAGPKXPS,836608,820863,22.32679612,114.1801746
1-EAPBBPEJPB,836080,819783,22.3170431,114.1750497
1-EAPBBPYXPA,836446,820416,22.32275947,114.1786021
1-EAPBGPDRPB,836069,819966,22.3186957,114.1749429
1-EAPBPPKXPA,836649,820753,22.32580274,114.1805725
1-EAPBPPWEPB,836138,820012,22.31911111,114.1756126
1-EAPEBPYXPA,836445,820394,22.3225608,114.1785924
1-EAPEBPYXPB,836061,819899,22.31809065,114.1748652
1-EAPEGPKXSD,836922,819489,22.31438799,114.1832218
1-EAPEPPPRPG,837012,818964,22.30964689,114.1840951
1-EAPEWPPXPS,836300,820783,22.3260737,114.177185
1-EAPGBPDXPS,836554,820816,22.32637169,114.1796504
1-EAPGGPBJPB,836074,820018,22.31916529,114.1749914
1-EAPGPPDXPE,836046,820639,22.32477329,114.1747196
1-EAPKPPDXPA,837226,820857,22.3267417,114.1861732
1-EAPKWPBEPB,836063,820044,22.31940009,114.1748846
1-EAPPGPEXPB,836091,819744,22.31669091,114.1751564
1-EAPPWAPXPA,836166,820657,22.32493585,114.1758843
1-EAPPWAPXPB,836246,819660,22.31593235,114.1766608
1-EAPPWAPXPE,836115,819865,22.31778361,114.1753894
1-EAPPWAPXPS,836844,820868,22.32684121,114.1824653
1-EAPPWBPXPA,837258,820752,22.32579347,114.1864837
1-EAPPWBPXPB,836110,820120,22.32008642,114.1753408
1-EAPPWEPXPA,837210,820851,22.32668752,114.1860179
1-EAPPWEPXPB,836151,819796,22.31716051,114.1757388
1-EAPPWEPXPE,836375,820555,22.32401473,114.1779129
1-EAPPWEPXPG,836517,819422,22.31378305,114.179291
1-EAPPWEPXPS,837489,820896,22.32709372,114.188726
1-EAPPWGPXPB,836009,820050,22.31945426,114.1743605
1-EAPPWGPXPS,836931,820807,22.32629031,114.1833097
1-EAPPWKPXPA,837686,821012,22.32814112,114.1906383
1-EAPPWKPXPB,836046,819945,22.31850606,114.1747196
1-EAPPWKPXPS,836117,820648,22.32485457,114.1754087
1-EAPPWSPXPA,837233,820727,22.32556772,114.186241
1-EAPPWSPXPB,836131,820034,22.31930979,114.1755446
1-EAPPWSPXPE,836171,820310,22.32180223,114.1759329
1-EAPPWSPXPG,836468,819718,22.31645611,114.1788155
1-EAPPWSPXPK,836614,820341,22.32208215,114.1802327
1-EAPPWSPXPS,836666,820824,22.32644391,114.1807375
1-EAPPWWPXPA,836071,820111,22.32000514,114.1749623
1-EAPSBPDEPK,836540,820089,22.31980645,114.1795144
1-EAPSPPBYPS,836226,820778,22.32602855,114.1764667
1-EAPWGPBXPB,836068,820027,22.31924657,114.1749332
1-EAPWGPEXPB,836099,819728,22.31654642,114.1752341
1-EAPWWPAXPA,836626,820748,22.3257576,114.1803493
1-EAPWWPAXPS,837021,820888,22.32702175,114.1841834
1-EAPYGPBYPG,836977,818996,22.30993588,114.1837554
1-EAPYPPDXPE,836069,820641,22.32479135,114.1749428
1-EAPYPPYSPA,837465,820900,22.32712986,114.188493
1-EAPYWPSXPS,836282,820846,22.32664263,114.1770103
1-EASEGPDXPK,837035,820086,22.31977921,114.1843189
1-EASGWPDRPB,836038,820048,22.31943621,114.174642
1-EASPGPDXPK,836991,820111,22.32000499,114.1838918
1-EASSWPBXPS,836102,820716,22.32546865,114.1752631
1-EASWPPSJPA,837423,820857,22.32674158,114.1880853
1-EASYBPEHPB,836085,819763,22.31686249,114.1750982
1-EASYGPBXPG,836973,818999,22.30996297,114.1837166
1-EASYGPBYPG,836970,819003,22.3099991,114.1836875
1-EASYGPDVPB,836066,819973,22.31875891,114.1749138
1-EASYPPWJPB,836142,820021,22.31919239,114.1756514
1-EASYPPWRPA,836452,820589,22.32432176,114.1786603
1-EAWAWPSYPE,836287,820637,22.32475524,114.1770588
1-EAWBPPYVPE,836279,820685,22.32518871,114.1769811
1-EAWDGPBJPG,837000,818972,22.30971914,114.1839786
1-EAWDGPBOPG,836986,818982,22.30980945,114.1838428
1-EAWEGPBEPB,836077,820013,22.31912014,114.1750205
1-EAWGGPASPB,836137,820124,22.32012254,114.1756029
1-EAWPBPKYPB,835953,820012,22.31911109,114.173817
1-EAWPWPGXPS,836463,820785,22.32609175,114.1787671
1-EAWSPPPYPG,837007,818960,22.30961077,114.1840466
1-EAWYBPPXPS,836316,820819,22.3263988,114.1773403
1-EAWYBPYXPA,836446,820472,22.32326518,114.1786021
1-EAYBWPGOPK,836481,820211,22.32090819,114.1789418
1-EAYDGPGXPS,836296,820757,22.32583891,114.1771461
1-EAYDGPKOPB,835938,820043,22.31939104,114.1736714
1-EAYDPPAOPB,836123,819658,22.31591428,114.175467
1-EAYEBPPVPB,836085,820121,22.32009544,114.1750982
1-EAYEWPKXPA,836784,820778,22.32602847,114.1818829
1-EAYEWPWRPK,836260,820088,22.31979744,114.1767967
1-EAYKBPSSPA,837263,820841,22.32659719,114.1865323
1-EAYKPPGYPS,836121,820720,22.32550477,114.1754475
1-EAYSBPDXPS,836542,820806,22.32628139,114.1795339
1-EAYSPPPAPG,837004,818957,22.30958368,114.1840175
1-EAYWBPBXPB,836079,820008,22.31907499,114.1750399
1-EAYWPPAXPA,836467,820718,22.3254867,114.1788059
1-EAYYBPDAPB,836073,819952,22.31856927,114.1749817
1-EBPEWPAXPA,832232,822786,22.34415722,114.1376942
1-EBPGWPSXPA,832262,822803,22.34431081,114.1379854
1-EBYGBPSXPA,832256,822827,22.34452753,114.137927
1-EBYKBPEXPA,832279,822769,22.34400381,114.1381505
1-EBYPBPKXPA,832256,822755,22.34387733,114.1379272
1-EDAAPPSSPS,836535,821620,22.33363228,114.1794661
1-EDADBPEXPE,836893,822619,22.34265373,114.1829416
1-EDAPGPBHPS,836561,821276,22.33052576,114.1797184
1-EDAPPPDYPS,836664,821544,22.33294593,114.1807183
1-EDASBPYXPS,836401,821401,22.3316546,114.1781654
1-EDAYBPKJPS,836764,821032,22.32832225,114.1816888
1-EDBAGPSJPS,836070,822398,22.34065808,114.1749523
1-EDBDBPSHPS,836285,822367,22.34037814,114.1770394
1-EDBEGPPVPS,837111,820942,22.32750936,114.185057
1-EDBKPPBRPS,836822,821280,22.33056181,114.1822519
1-EDBWBPPXPS,837031,820928,22.32738297,114.1842804
1-EDDGBPEHPE,836839,822656,22.34298788,114.1824174
1-EDDSGPARPS,837234,821039,22.32838526,114.1862509
1-EDDSPPPXPS,836358,822646,22.34289767,114.1777481
1-EDDWGPPXPS,837151,820943,22.32751837,114.1854452
1-EDEBBPAYPE,836845,822522,22.34177778,114.1824756
1-EDEDGPAXPS,837227,821160,22.32947797,114.1861831
1-EDEGWPYAPS,836398,820997,22.32800624,114.1781362
1-EDEWGPKXPS,836765,821052,22.32850286,114.1816985
1-EDGABPSSPS,836446,822355,22.34026977,114.1786023
1-EDGBBPEXPE,836781,822386,22.34054964,114.1818543
1-EDGPBPWYES,836506,821646,22.33386708,114.1791846
1-EDGSWPBXPS,836732,821209,22.32992067,114.1813783
1-EDGYBPSRPS,836254,822373,22.34043233,114.1767385
1-EDKAGPSJPS,836107,822389,22.34057681,114.1753115
1-EDKDBPEXPE,836920,822601,22.34249117,114.1832037
1-EDKGBPSXPS,836342,822396,22.34064003,114.1775927
1-EDKGGPKSPS,836765,821052,22.32850286,114.1816985
1-EDKGWPESPS,836655,821516,22.33269308,114.1806309
1-EDKGWPKXPS,836742,821547,22.332973,114.1814754
1-EDKKGPASPS,837231,821128,22.32918898,114.1862219
1-EDKPGPSSPS,836203,822375,22.34045039,114.1762434
1-EDKYWPAOPS,836639,821631,22.3337316,114.1804756
1-EDPAGPWXPS,836584,821549,22.3329911,114.1799417
1-EDPBBPAYPE,836880,822504,22.34161522,114.1828154
1-EDPBGPGAPS,836860,821279,22.33055277,114.1826208
1-EDPDBPEOPE,836867,822638,22.34282532,114.1826892
1-EDPPWAPRPS,836655,821371,22.33138364,114.1806309
1-EDPPWAPXPE,836957,822543,22.34196738,114.1835629
1-EDPPWKPRPS,836484,821213,22.32995684,114.178971
1-EDPPWSPXPS,837087,820932,22.32741906,114.184824
1-EDPPWYPSPS,836759,821008,22.32810551,114.1816403
1-EDPWBPAAPS,837228,820980,22.32785246,114.1861927
1-EDPWGPAVPS,837233,821227,22.33008301,114.1862413
1-EDSBGPKJPS,836765,821052,22.32850286,114.1816985
1-EDSKBPGRPS,836914,821249,22.33028183,114.1831449
1-EDSPGPARPE,836909,822556,22.3420848,114.1830969
1-EDSPWAPEPS,836418,822679,22.34319567,114.1783305
1-EDSPWEPSPS,836813,820789,22.3261278,114.1821644
1-EDSPWKPYPS,837505,821082,22.3287734,114.1888814
1-EDSPWPPEPS,837035,820994,22.32797899,114.1843193
1-EDSPWYPAPS,836816,820858,22.32675091,114.1821935
1-EDWAPPKJPS,836577,820930,22.32740117,114.1798737
1-EDWBPPBJPS,836831,821303,22.33076951,114.1823393
1-EDWKGPPAPS,837129,820944,22.32752741,114.1852317
1-EDWWGPAJPS,837228,821251,22.33029975,114.1861928
1-EDYBGPAAPS,837230,821140,22.32929735,114.1862122
1-EDYEWPDSPS,836598,821374,22.33141075,114.1800776
1-EDYKBPDXPS,836445,822777,22.34408067,114.1785926
1-EDYWBPPAPS,837056,820929,22.32739199,114.1845231
1-EEAABPAEPY,835397,819404,22.3136203,114.1684208
1-EEAABPBJPS,835333,820744,22.32572126,114.1677989
1-EEAAGPPEPW,835322,819827,22.3174402,114.1676926
1-EEAAPPDXPE,835442,820741,22.32569422,114.1688569
1-EEABBPAJPS,835379,820364,22.32228966,114.1682456
1-EEABGPKRPB,835649,818526,22.30569153,114.1708669
1-EEABPPKYPW,835462,819752,22.31676298,114.1690515
1-EEABPPYYPD,835608,819997,22.31897554,114.1704684
1-EEABWPYJPS,835132,820708,22.32539604,114.1658479
1-EEADPPBRPB,835456,818644,22.30675707,114.1689938
1-EEADWPERPS,834630,820099,22.31989601,114.1609759
1-EEADWPYRPS,835117,820725,22.32554955,114.1657023
1-EEAEBPBXPD,835649,819646,22.31580581,114.1708665
1-EEAEGPKRPB,835649,818664,22.30693776,114.1708669
1-EEAEPPDRPS,835319,820516,22.32366228,114.1676631
1-EEAEPPEJPS,834552,820360,22.32225291,114.1602186
1-EEAEWPEJPS,834677,820101,22.31991411,114.1614321
1-EEAGBPGJPB,835509,818544,22.30585403,114.1695082
1-EEAGGPSJPS,835185,820672,22.32507097,114.1663624
1-EEAGPPPXPD,835585,820030,22.31927354,114.1702452
1-EEAGWPPOPG,835765,818633,22.30665785,114.1719927
1-EEAGWPSYPD,835783,820025,22.31922845,114.172167
1-EEAKBPDYPB,835583,818785,22.30803044,114.1702263
1-EEAKBPPJPB,835442,818654,22.30684737,114.1688579
1-EEAKBPWSPE,835553,820470,22.32324698,114.1699344
1-EEAKBPYSPW,835252,819794,22.31714215,114.1670133
1-EEAKGPAYPD,835534,819951,22.3185601,114.1697502
1-EEAKGPDEPE,835536,820248,22.32124219,114.1697695
1-EEAKPPEYPW,835298,819640,22.31575147,114.1674598
1-EEAKPPGAPW,835413,819605,22.31543546,114.168576
1-EEAKPPWJPS,835028,820791,22.32614551,114.1648384
1-EEAKPPYOPW,835459,819626,22.31562512,114.1690224
1-EEAKPPYXPD,835608,819997,22.31897554,114.1704684
1-EEAPBPYOPW,835218,819789,22.31709698,114.1666833
1-EEAPPPWRPS,835057,820772,22.32597394,114.1651199
1-EEAPWPDEPE,835505,820403,22.32264191,114.1694685
1-EEASBPKRPB,835618,818535,22.3057728,114.1705661
1-EEASGPGRPB,835520,818592,22.3062875,114.169615
1-EEASWPDYPE,835505,820408,22.32268707,114.1694685
1-EEASWPGYPE,835396,820788,22.32611864,114.1684104
1-EEASWPYRPS,835168,820677,22.32511611,114.1661974
1-EEAWGPDJPS,835284,820343,22.32209997,114.1673235
1-EEAWGPGHPY,835478,819342,22.31306044,114.169207
1-EEAWGPPRPE,835594,820378,22.32241619,114.1703324
1-EEAYGPDJPB,835553,818657,22.30687451,114.1699352
1-EEAYGPKHPW,835491,819784,22.31705197,114.1693329
1-EEAYGPPAPW,835313,819857,22.31771111,114.1676053
1-EEAYGPPJPB,835472,818775,22.30794008,114.169149
1-EEAYPPDXPS,835125,820525,22.32374344,114.1657801
1-EEAYPPEVPW,835304,819610,22.31548055,114.1675181
1-EEAYWPGJPB,835563,819062,22.31053191,114.1700321
1-EEAYWPYRPS,835079,820753,22.32580238,114.1653334
1-EEBABPYSPW,835242,819795,22.31715118,114.1669162
1-EEBAPPDXPW,835435,819583,22.31523679,114.1687895
1-EEBAPPYJPS,835309,820405,22.32265988,114.1675661
1-EEBBBPBJPB,835512,818748,22.30769628,114.1695373
1-EEBBBPGRPS,835402,820237,22.32114279,114.1684689
1-EEBBGPDJPB,835559,818687,22.30714543,114.1699934
1-EEBBGPPJPB,835467,818752,22.30773238,114.1691005
1-EEBBGPSSPE,835517,820765,22.32591099,114.1695848
1-EEBBWPDEPE,835501,820426,22.32284962,114.1694297
1-EEBBWPERPS,834651,820092,22.31983281,114.1611798
1-EEBBWPPYPD,835695,819842,22.31757582,114.1713129
1-EEBDBPBOPW,835330,819858,22.31772015,114.1677703
1-EEBDBPGXPE,835585,820688,22.32521566,114.1702449
1-EEBDGPARPS,835073,820613,22.32453809,114.1652753
1-EEBDGPDJPS,835290,820318,22.32187421,114.1673818
